id,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100,best_accuracy,best_epoch,warmup_epochs,interval_epochs,measure,heuristic,model,dataset
ir1lvc7o,33.5,40.21,46.19,51.27,55.26,58.33,59.48,63.04,64.74,67.22,67.99,68.39,69.25,70.0,71.99,71.61,71.76,73.56,74.05,74.13,74.59,75.21,75.17,74.78,76.54,76.83,76.76,76.73,77.1,77.69,78.12,77.93,78.19,78.48,78.01,78.06,78.33,78.53,79.06,79.55,79.36,79.24,79.79,78.9,79.59,80.03,79.99,80.0,80.21,80.03,80.14,80.79,80.93,81.03,80.38,80.41,81.11,80.65,80.66,80.77,80.74,80.64,80.91,81.54,81.29,81.56,81.14,81.64,81.75,81.43,81.53,81.39,82.22,81.32,81.37,81.56,81.65,81.41,81.81,81.72,81.58,81.96,81.7,82.14,82.3,81.85,81.59,82.24,81.58,82.71,81.66,81.73,82.22,81.94,82.28,82.04,81.86,82.01,82.32,82.34,82.71,90,10,1,variance,steps,resnet18,cifar10
20s5kkzp,32.0,41.28,47.9,50.83,55.13,60.34,62.32,65.47,67.03,69.03,69.56,70.66,71.78,71.85,72.92,72.86,74.33,73.97,75.51,74.94,75.67,76.61,76.48,76.76,77.31,77.64,77.32,77.99,77.9,77.83,78.45,78.65,78.47,79.2,79.58,78.93,78.63,78.9,79.35,79.1,80.41,79.31,79.96,80.46,80.79,80.31,80.6,80.05,80.66,80.98,80.85,80.4,81.11,81.48,81.47,80.95,81.02,80.71,81.88,81.86,81.49,81.29,81.18,81.57,81.25,81.96,82.25,80.94,81.47,82.12,81.87,81.63,81.54,81.27,82.13,81.94,82.51,81.27,81.97,82.11,82.09,82.15,82.49,82.32,82.42,82.16,82.53,82.92,82.93,82.04,82.0,81.82,81.73,82.96,82.42,82.35,82.55,82.72,82.88,82.18,82.96,94,10,1,variance,steps,resnet18,cifar10
31r34usu,34.87,44.07,50.13,54.42,57.1,61.58,64.58,67.29,68.56,70.07,70.11,70.78,72.82,72.94,72.48,73.84,74.82,75.71,75.26,75.89,76.04,76.58,78.08,77.2,77.02,77.78,77.81,77.96,78.62,78.88,79.09,78.66,79.49,78.44,79.97,79.57,79.75,79.72,79.82,80.06,80.73,80.37,80.67,80.61,80.85,80.36,80.84,80.51,80.72,81.46,81.46,80.83,81.29,81.18,80.67,81.78,81.23,81.07,81.65,81.91,81.34,81.99,81.74,80.98,81.08,81.05,81.87,81.98,81.83,80.94,82.38,81.31,81.87,81.9,81.54,82.04,82.21,81.96,82.58,82.17,81.76,81.95,82.1,82.2,82.38,81.9,83.11,82.32,82.77,82.89,82.81,81.61,82.41,83.25,82.61,82.94,82.64,82.71,82.97,82.18,83.25,94,10,1,variance,steps,resnet18,cifar10
t9tlrzx8,28.65,40.43,44.88,49.33,53.0,56.56,60.78,61.51,64.57,65.83,67.75,69.07,69.86,71.38,71.92,72.18,72.83,73.38,73.24,75.0,74.55,75.3,75.31,76.26,76.85,76.41,77.22,76.85,77.68,76.54,77.44,77.7,78.72,78.12,78.75,78.2,78.99,79.53,78.81,79.13,79.7,79.87,80.53,79.74,80.27,80.23,80.5,80.07,79.45,80.64,78.97,80.34,80.76,80.64,80.96,81.01,80.38,79.97,81.22,80.96,81.24,81.54,80.62,80.78,80.46,81.42,81.61,81.44,81.52,81.49,81.64,81.41,81.56,82.36,80.98,82.44,81.36,82.03,82.3,81.93,81.94,82.13,81.78,82.51,81.55,82.04,81.94,82.19,82.54,82.51,82.21,82.03,82.25,82.0,82.75,82.02,82.33,83.1,82.06,82.01,83.1,98,10,1,variance,steps,resnet18,cifar10
2lmza5uh,22.73,35.82,43.28,47.29,51.16,57.18,58.38,62.18,64.74,67.3,67.54,67.9,69.62,71.16,71.46,72.26,73.02,73.69,73.69,73.81,75.2,75.36,75.35,75.47,75.35,76.76,76.56,77.18,77.06,77.84,76.53,77.59,78.07,79.52,78.97,79.4,78.66,78.72,78.91,79.4,79.97,79.67,78.89,79.66,79.65,80.71,80.41,80.84,79.94,80.29,80.34,80.45,80.81,80.63,80.77,80.45,81.38,80.77,80.11,80.27,80.87,81.46,80.87,80.82,81.07,81.06,80.94,81.21,81.07,81.25,81.22,81.41,81.22,81.97,81.05,82.07,82.44,81.61,81.32,81.76,80.73,81.97,81.21,82.22,81.82,81.33,82.12,81.61,81.66,82.11,81.94,81.77,82.08,82.05,82.27,81.2,82.45,82.01,82.59,81.84,82.59,99,10,1,variance,steps,resnet18,cifar10
o26crapf,33.31,41.07,47.94,51.91,55.32,59.22,62.54,64.34,66.27,68.88,69.39,69.87,70.5,72.35,73.55,73.57,73.98,74.91,74.62,76.06,74.95,76.52,77.25,76.56,77.47,77.33,77.6,78.34,78.1,78.83,77.88,78.96,78.49,78.93,78.43,79.04,79.55,80.22,80.02,79.9,79.8,79.37,79.71,80.39,79.92,80.22,80.67,80.79,80.63,80.52,80.43,80.99,81.82,81.31,81.05,81.25,81.13,80.82,81.31,81.04,81.67,81.32,81.56,81.02,80.98,81.45,81.54,81.25,81.92,81.64,81.84,81.09,81.84,81.18,81.97,82.45,82.69,82.38,82.59,82.05,81.97,82.33,81.8,82.78,82.4,82.6,82.59,83.14,82.49,82.43,82.46,82.48,82.41,82.39,82.74,82.01,82.7,82.7,82.94,82.62,83.14,88,10,1,variance,steps,resnet18,cifar10
1v89cmuq,24.29,36.18,41.06,46.85,50.95,56.52,58.32,62.42,63.51,66.38,67.87,68.47,67.42,70.44,71.83,71.1,71.44,73.48,74.38,74.98,75.07,75.27,76.24,76.06,76.53,76.86,77.23,77.03,77.34,77.82,78.27,78.0,77.4,78.79,78.45,79.22,78.72,77.8,79.38,79.98,79.51,78.96,79.65,79.49,80.34,80.07,80.67,80.34,79.82,80.93,80.86,80.47,80.47,80.44,80.39,80.77,81.23,81.51,80.92,80.61,80.84,82.05,81.16,81.58,80.83,81.51,81.56,81.26,80.99,82.36,80.96,81.63,81.65,82.43,82.09,81.57,82.5,82.8,81.9,82.22,82.5,82.45,81.87,81.56,82.54,82.25,82.57,83.29,82.31,82.3,82.31,82.44,82.8,82.39,82.92,82.44,82.85,82.32,83.31,83.24,83.31,99,10,1,variance,steps,resnet18,cifar10
yt4owemg,25.07,34.49,38.81,42.29,45.98,52.14,55.4,58.49,61.88,64.26,65.71,67.52,68.6,69.64,70.91,70.64,71.11,72.25,72.9,72.96,71.92,73.75,74.76,74.99,75.38,75.55,75.41,77.25,76.17,77.21,76.92,76.89,77.91,77.76,78.31,78.37,78.15,78.3,78.85,78.39,78.72,79.33,78.77,79.58,79.25,79.32,79.18,79.95,79.88,79.13,79.88,80.32,79.85,80.23,80.66,80.32,80.31,80.96,80.46,81.15,79.69,80.91,80.26,80.8,80.91,81.2,81.48,81.3,81.17,81.02,80.85,81.34,81.88,81.49,81.96,81.8,81.95,81.75,81.28,81.6,82.05,81.64,81.87,81.41,82.08,81.58,81.81,81.33,80.78,81.4,82.09,81.97,82.17,82.14,82.17,81.54,81.84,81.55,81.75,81.89,82.17,93,10,1,variance,steps,resnet18,cifar10
qpw6ojcn,31.79,39.94,44.97,49.5,53.33,58.44,61.04,64.0,65.36,67.45,69.07,69.67,71.78,71.19,72.05,73.83,73.79,74.41,75.43,74.26,75.91,75.98,75.77,77.01,76.99,77.56,77.09,77.53,77.91,77.82,78.83,78.05,78.51,78.64,78.88,79.77,79.68,79.53,79.03,79.85,78.89,80.03,80.2,79.78,79.25,80.38,80.84,80.46,80.63,80.72,81.1,81.08,80.95,80.79,81.3,81.81,81.15,81.31,80.9,81.45,81.49,81.61,81.58,81.03,82.0,81.71,81.16,82.39,82.16,82.03,81.76,82.11,81.65,82.2,82.12,81.99,82.54,81.87,82.38,82.29,82.3,82.46,82.22,81.91,81.85,82.07,81.76,82.06,82.27,82.14,82.04,82.42,82.49,82.23,82.27,82.15,82.59,81.53,82.87,83.14,83.14,100,10,1,variance,steps,resnet18,cifar10
1ywpwrap,25.82,33.78,40.34,42.13,48.13,52.22,55.62,58.77,60.27,64.63,66.15,66.73,64.96,69.35,67.86,71.35,71.71,71.65,73.18,73.91,73.81,74.28,74.91,74.81,75.11,76.69,75.95,76.67,76.35,77.28,77.37,76.9,78.26,77.55,77.63,78.73,78.97,78.54,78.47,78.9,78.81,79.12,79.6,79.55,79.65,79.89,80.05,80.13,80.45,80.28,80.18,80.36,80.82,79.84,81.08,80.5,81.0,81.06,81.31,80.93,81.08,81.2,80.94,81.19,81.72,82.06,81.32,81.32,81.6,81.09,81.35,81.52,81.89,81.72,82.32,81.97,81.51,81.72,81.58,81.6,82.07,82.07,82.08,81.79,82.18,81.83,82.26,81.76,81.88,81.56,82.13,82.84,82.03,81.8,82.84,82.84,82.67,82.8,82.62,82.22,82.84,92,10,1,variance,steps,resnet18,cifar10
