id,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100,best_accuracy,best_epoch,warmup_epochs,interval_epochs,measure,heuristic,model,dataset
3ikqy3u2,33.59,42.57,49.07,53.92,57.09,60.83,64.31,64.64,66.9,68.84,69.86,70.98,71.15,72.86,73.66,73.68,74.28,75.24,75.6,75.64,77.0,76.9,76.99,77.3,77.33,77.81,77.93,77.5,77.92,78.54,79.13,79.57,79.99,80.02,79.53,79.46,79.74,79.67,80.49,79.94,80.67,80.11,80.03,79.93,80.02,80.19,80.23,80.97,81.02,81.08,80.85,80.8,81.53,80.95,80.89,81.49,80.88,81.01,80.69,81.51,81.33,81.39,81.39,81.94,81.72,81.09,81.56,80.75,81.88,81.9,81.63,81.43,81.33,81.34,82.28,81.93,81.33,82.1,81.76,81.83,82.18,81.39,81.7,81.85,81.69,82.08,82.26,82.3,81.34,81.91,82.46,82.37,82.33,82.23,82.14,82.49,82.24,81.38,82.53,82.35,82.53,99,60,30,average,roundrobin,resnet18,cifar10
2vbbisq8,30.99,40.15,46.08,51.01,53.24,59.62,62.49,63.72,67.01,68.31,70.24,71.5,71.26,73.35,73.6,73.57,74.31,75.99,76.49,76.43,76.16,77.44,77.18,77.13,77.85,78.49,78.69,78.53,79.19,78.93,78.8,79.11,80.0,79.43,79.67,79.62,80.21,79.87,80.41,80.52,80.63,80.17,80.07,80.05,80.7,80.73,81.08,80.92,81.55,81.21,80.83,81.06,80.95,81.57,81.43,81.52,80.75,81.49,80.85,80.7,82.1,82.39,81.61,81.36,81.73,81.32,81.12,81.24,81.71,81.89,81.98,81.88,82.2,81.89,81.93,81.62,81.75,82.41,81.66,82.22,82.19,81.5,82.24,82.06,81.96,81.97,82.5,82.0,82.31,82.85,82.32,82.29,82.1,81.96,81.99,82.87,82.55,82.36,82.54,82.61,82.87,96,60,30,average,roundrobin,resnet18,cifar10
2bmz8d1h,34.6,43.98,49.87,53.33,58.2,61.84,65.55,66.39,68.98,68.83,71.32,72.64,72.94,73.94,73.88,75.27,75.76,75.81,76.71,77.32,77.27,78.17,77.6,78.3,78.57,78.61,78.63,78.82,79.53,79.61,79.55,79.07,79.91,79.93,80.53,80.25,80.61,80.06,80.68,80.92,80.34,80.98,81.33,80.73,80.58,80.98,81.26,81.04,81.25,81.04,81.34,81.86,80.89,81.38,80.41,81.11,80.98,81.42,82.0,81.09,81.41,81.66,81.31,80.74,81.55,81.82,81.96,82.07,82.34,82.56,81.39,81.46,82.46,82.08,81.74,82.49,82.16,82.67,81.32,82.09,82.01,82.32,82.1,82.6,82.39,82.22,82.77,81.96,82.85,82.89,83.05,82.83,82.57,82.39,81.76,82.79,82.78,82.45,82.27,82.71,83.05,91,60,30,average,roundrobin,resnet18,cifar10
3phk8xfm,27.84,40.44,45.61,49.2,51.29,55.4,58.7,62.23,62.83,65.43,68.01,69.05,69.53,70.85,70.47,72.8,72.69,73.92,75.11,74.97,75.58,75.51,75.79,75.92,76.77,77.44,78.07,77.96,78.2,78.42,78.5,78.42,79.03,79.22,79.46,79.14,79.58,78.95,80.26,79.56,79.55,79.89,80.27,80.48,80.1,79.93,81.32,80.5,80.04,80.45,80.38,80.78,80.62,80.39,81.12,80.41,81.26,80.53,80.6,80.78,80.43,80.98,81.04,80.97,80.93,81.65,81.22,81.14,80.43,81.09,81.58,82.06,81.4,81.69,81.73,81.59,80.92,81.93,81.17,81.98,81.69,80.66,81.92,81.7,81.82,82.16,81.7,81.92,81.29,81.72,81.49,81.44,81.73,82.33,81.88,82.32,81.53,82.37,82.05,81.85,82.37,98,60,30,average,roundrobin,resnet18,cifar10
2w2muuhb,24.49,36.78,44.18,47.96,50.47,57.12,60.54,62.53,63.91,67.17,68.15,69.75,70.0,71.22,72.2,73.06,73.72,73.24,74.94,74.99,75.66,75.95,76.84,76.58,77.04,77.24,78.24,78.15,77.41,78.36,78.33,79.23,78.79,78.59,79.45,79.61,79.0,79.19,79.79,79.86,79.92,80.35,80.21,80.34,80.28,80.16,79.93,80.68,80.57,80.98,80.45,80.95,81.55,81.1,80.85,80.79,80.8,80.98,80.91,80.65,81.43,81.77,80.53,81.22,81.56,81.29,81.13,81.08,81.27,82.04,81.78,81.82,81.81,81.44,81.63,81.26,80.95,81.83,80.89,81.14,81.23,81.71,81.85,81.91,82.08,82.29,81.74,81.85,81.77,82.58,81.78,81.8,81.47,81.39,82.26,82.2,82.26,82.4,82.11,82.15,82.58,90,60,30,average,roundrobin,resnet18,cifar10
34x7kyu2,34.19,42.42,47.72,52.78,56.27,61.06,63.18,65.04,67.59,68.54,70.67,70.97,71.55,73.55,73.05,74.24,74.63,74.92,75.94,76.69,77.16,76.98,77.33,77.73,78.43,77.52,78.56,77.53,78.63,79.26,79.6,79.55,79.46,79.67,79.71,80.54,80.19,80.68,80.78,79.99,80.18,80.58,81.59,80.84,81.22,80.81,81.21,81.3,81.21,80.94,81.76,81.87,81.15,81.37,81.11,82.0,81.59,81.4,81.79,81.73,81.96,82.09,81.76,82.16,82.55,81.73,82.02,81.81,81.87,81.95,82.1,82.01,81.38,81.91,82.91,82.39,82.48,82.56,81.91,82.75,82.17,82.42,82.87,82.63,82.14,82.63,83.1,83.03,83.02,82.14,82.0,81.85,81.93,83.03,83.11,82.38,82.91,82.76,82.23,83.0,83.11,95,60,30,average,roundrobin,resnet18,cifar10
30lltsav,24.43,36.95,43.88,49.59,52.68,58.32,60.6,63.66,65.03,66.81,69.22,70.34,70.63,72.18,72.51,73.55,73.83,74.72,75.85,75.58,76.35,76.61,77.05,77.11,77.83,77.28,77.99,78.42,79.13,79.46,79.25,79.67,79.33,79.85,79.52,80.27,80.1,80.21,79.6,80.31,80.1,80.83,80.72,79.92,80.72,80.43,80.89,80.9,80.89,80.55,81.12,81.17,80.56,80.85,80.81,81.04,81.62,81.18,80.92,81.31,81.27,81.59,81.35,81.94,81.45,81.31,81.75,81.78,81.88,82.0,81.37,82.04,81.29,81.72,82.37,82.33,82.1,82.01,81.7,82.24,81.69,81.93,82.36,82.38,81.92,82.04,82.03,81.87,81.7,82.0,82.41,82.68,81.77,82.76,82.29,82.43,81.76,82.28,81.82,82.1,82.76,94,60,30,average,roundrobin,resnet18,cifar10
3u6j3oen,26.11,35.99,42.69,47.43,50.33,56.5,59.84,62.35,65.43,66.68,68.67,70.38,71.41,72.02,72.61,73.41,73.35,74.68,74.7,75.03,75.78,76.51,76.65,76.96,76.99,77.07,78.33,77.9,78.17,78.85,79.69,78.88,79.59,79.24,79.53,79.64,79.95,80.21,80.1,79.48,79.74,79.84,79.98,80.3,80.3,80.55,81.33,80.61,80.85,80.47,81.23,81.62,81.63,81.37,80.99,81.14,81.27,81.44,81.87,81.25,81.4,81.67,81.64,81.88,81.08,81.11,82.45,82.21,81.39,82.24,81.9,81.76,81.88,81.36,81.79,82.26,82.52,82.32,81.01,81.72,81.94,82.33,82.61,82.53,81.73,82.29,82.34,82.51,82.17,82.11,81.34,82.73,82.77,82.7,82.95,82.41,82.75,82.48,82.8,82.65,82.95,95,60,30,average,roundrobin,resnet18,cifar10
hukk9ff3,32.91,39.34,46.94,50.99,54.65,58.65,61.28,63.12,66.2,67.09,68.76,70.82,71.48,71.32,72.9,73.3,73.75,75.32,75.58,74.26,75.97,75.67,76.13,76.27,77.8,77.55,78.18,77.49,76.85,78.5,78.77,78.74,78.0,78.97,79.07,79.11,79.29,79.36,79.06,79.84,79.76,79.41,79.66,79.6,80.28,80.21,80.2,80.95,80.09,80.91,80.4,81.67,80.93,80.88,80.19,80.68,81.17,80.66,81.24,80.65,81.05,81.26,81.74,81.28,81.21,81.06,81.3,80.98,81.08,81.64,81.0,81.14,81.71,81.76,81.65,81.12,81.75,81.91,81.13,82.69,82.49,81.77,81.87,82.13,81.92,81.17,81.76,81.96,81.94,81.8,82.0,81.78,81.54,81.66,81.77,82.09,81.91,82.32,81.6,81.79,82.69,80,60,30,average,roundrobin,resnet18,cifar10
37rknxfw,19.32,32.25,37.06,41.85,43.99,49.77,52.28,55.28,57.54,61.25,62.47,65.85,65.52,67.42,68.19,69.17,70.81,71.25,72.04,72.57,73.69,73.81,74.63,75.27,75.59,76.15,76.01,75.7,76.8,77.21,77.55,77.15,77.95,78.34,78.13,78.31,78.83,78.76,78.87,79.47,78.68,79.1,79.89,80.29,79.4,79.57,79.28,79.78,79.37,79.81,80.51,80.17,80.28,81.14,80.14,81.09,80.95,81.13,81.39,80.93,80.79,81.26,81.17,81.22,81.59,81.78,81.7,81.18,81.64,81.47,81.77,81.42,80.75,80.95,81.53,81.98,81.02,81.17,81.96,81.35,81.68,81.85,81.75,81.97,81.78,81.31,81.95,81.92,82.43,82.04,82.4,82.45,81.98,82.03,82.67,81.95,82.58,81.45,81.83,81.96,82.67,95,60,30,average,roundrobin,resnet18,cifar10
